Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
F1,20/09/11,Bordeaux,Lille,1,1,D,1,0,13,11,4,5,27.0,22.0,3,8,3,3,0,0,2.75,3.1,2.63,2.75,3.25,2.65,2.55,3.1,2.55,2.8,3.1,2.62
F1,21/09/11,Ajaccio,Montpellier,1,3,A,0,3,16,7,5,3,18.0,18.0,10,2,3,3,0,1,3.5,3.1,2.2,3.3,3.1,2.25,2.8,3.1,2.4,3.25,3.1,2.3
F1,21/09/11,Caen,Lyon,1,0,H,1,0,9,11,1,2,18.0,10.0,6,3,1,0,1,1,4.33,3.25,1.91,4.4,3.3,1.85,3.9,3.3,1.85,4.33,3.2,1.91
F1,21/09/11,Dijon,Brest,1,0,H,1,0,20,11,4,2,16.0,14.0,9,3,2,2,0,1,2.4,3.1,3.1,2.3,3.1,3.2,2.2,3.1,3.1,2.4,3.0,3.2
F1,21/09/11,Lorient,Auxerre,1,1,D,1,0,9,12,3,6,6.0,18.0,5,1,2,3,0,0,2.2,3.2,3.4,2.15,3.1,3.5,2.2,3.1,3.1,2.2,3.1,3.5
F1,21/09/11,Marseille,Evian Thonon Gaillard,2,0,H,1,0,25,5,10,1,18.0,21.0,5,1,3,3,0,1,1.44,4.2,7.5,1.44,4.0,8.0,1.45,3.9,6.5,1.44,4.0,8.0
F1,21/09/11,Nancy,Valenciennes,1,1,D,1,0,5,13,1,3,15.0,22.0,1,9,1,1,0,1,2.4,3.1,3.1,2.2,3.1,3.4,2.2,3.0,3.2,2.4,3.1,3.1
F1,21/09/11,Paris SG,Nice,2,1,H,1,0,12,12,6,6,15.0,13.0,6,5,2,2,1,1,1.36,4.5,9.0,1.4,4.2,8.5,1.4,3.9,7.5,1.36,4.5,9.0
F1,21/09/11,Sochaux,Rennes,2,6,A,2,2,8,19,4,9,12.0,16.0,7,2,1,2,0,0,2.38,3.2,3.0,2.5,3.2,3.0,2.4,3.1,2.8,2.4,3.2,3.0
F1,21/09/11,St Etienne,Toulouse,1,1,D,0,1,14,5,3,2,10.0,18.0,7,0,2,2,0,0,2.4,3.1,3.1,2.45,3.1,3.1,2.4,3.1,2.8,2.4,3.0,3.2
F1,24/09/11,Evian Thonon Gaillard,Caen,2,4,A,2,2,15,9,4,6,14.0,13.0,4,2,3,1,1,1,2.1,3.2,3.6,2.05,3.2,3.7,2.2,3.0,3.2,2.2,3.0,3.6
F1,24/09/11,Lille,Lorient,1,1,D,1,0,10,7,2,1,8.0,17.0,5,3,2,1,0,0,1.57,3.6,6.5,1.55,3.7,6.5,1.55,3.6,5.5,1.6,3.6,6.0
F1,24/09/11,Lyon,Bordeaux,3,1,H,2,0,13,12,8,1,18.0,17.0,2,6,2,2,0,0,1.7,3.5,5.25,1.75,3.5,5.25,1.7,3.4,4.5,1.75,3.2,5.5
F1,24/09/11,Montpellier,Paris SG,0,3,A,0,2,21,13,7,6,10.0,17.0,5,3,1,4,0,0,2.6,3.2,2.7,2.7,3.0,2.7,2.6,3.1,2.55,2.7,3.0,2.75
F1,24/09/11,Nice,Dijon,1,1,D,0,1,22,9,4,2,19.0,15.0,8,2,1,1,0,0,1.95,3.3,4.0,1.95,3.1,4.25,1.9,3.2,3.8,2.0,3.1,4.2
F1,24/09/11,Toulouse,Nancy,1,0,H,0,0,12,6,4,3,15.0,19.0,5,2,1,3,0,0,1.73,3.4,5.25,1.72,3.3,5.25,1.7,3.4,4.5,1.75,3.2,5.5
F1,24/09/11,Valenciennes,Marseille,1,1,D,0,1,18,4,8,2,13.0,17.0,6,2,2,4,0,1,3.25,3.1,2.3,3.4,3.2,2.15,3.0,3.1,2.25,3.4,3.0,2.3
F1,25/09/11,Auxerre,Sochaux,4,1,H,0,1,16,10,9,3,15.0,8.0,7,5,1,0,0,0,2.05,3.25,3.75,2.0,3.1,4.0,2.05,3.1,3.4,2.0,3.1,4.2
F1,25/09/11,Brest,Ajaccio,1,1,D,0,0,16,8,4,3,18.0,17.0,7,4,2,3,0,0,1.91,3.25,4.2,1.88,3.2,4.4,1.8,3.25,4.2,1.91,3.0,4.8
F1,25/09/11,Rennes,St Etienne,1,1,D,1,0,14,10,5,4,10.0,18.0,5,9,2,2,0,0,1.8,3.4,4.75,1.83,3.5,4.6,1.7,3.4,4.5,1.83,3.2,5.0
F1,01/10/11,Bordeaux,Montpellier,2,2,D,1,0,7,16,2,4,17.0,16.0,4,6,2,3,1,1,2.1,3.25,3.5,2.2,3.2,3.5,2.0,3.2,3.4,2.25,3.2,3.25
F1,01/10/11,Caen,Nice,1,1,D,0,0,8,15,3,6,12.0,15.0,4,4,2,3,0,0,2.1,3.2,3.6,2.1,3.2,3.6,2.0,3.15,3.45,2.0,3.3,3.75
F1,01/10/11,Dijon,Ajaccio,1,1,D,1,1,20,5,6,3,18.0,15.0,15,3,1,2,0,1,1.91,3.25,4.2,1.88,3.3,4.25,1.9,3.2,3.8,2.0,3.3,3.75
F1,01/10/11,Lorient,Valenciennes,2,0,H,1,0,18,16,7,3,13.0,16.0,8,4,3,4,0,0,2.0,3.2,4.0,1.91,3.25,4.2,1.9,3.2,3.8,1.83,3.4,4.5
F1,01/10/11,Nancy,Evian Thonon Gaillard,1,1,D,0,0,14,8,6,3,17.0,16.0,7,2,1,2,0,0,2.2,3.1,3.5,2.15,3.1,3.5,2.1,3.1,3.3,2.25,3.2,3.3
F1,01/10/11,Sochaux,Toulouse,3,0,H,1,0,7,9,3,2,11.0,18.0,4,5,0,2,0,0,2.4,3.1,3.1,2.3,3.2,3.1,2.4,3.1,2.8,2.4,3.2,3.0
F1,01/10/11,St Etienne,Auxerre,1,1,D,1,1,19,9,6,3,10.0,16.0,15,3,0,0,0,0,2.4,3.1,3.1,2.25,3.0,3.4,2.25,3.05,3.05,2.3,3.1,3.3
F1,02/10/11,Lille,Rennes,2,0,H,2,0,10,11,4,4,17.0,24.0,5,4,2,3,0,0,1.75,3.4,5.0,1.75,3.5,5.25,1.8,3.3,4.2,1.8,3.4,4.8
F1,02/10/11,Marseille,Brest,1,1,D,1,1,14,10,2,3,13.0,21.0,6,6,1,1,0,0,1.44,4.0,8.0,1.44,4.1,7.5,1.42,3.8,7.5,1.4,4.5,8.0
F1,02/10/11,Paris SG,Lyon,2,0,H,0,0,17,11,7,2,16.0,25.0,9,6,2,4,0,0,2.2,3.25,3.25,2.25,3.3,3.3,2.25,3.05,3.05,2.2,3.3,3.3
F1,15/10/11,Auxerre,Lille,1,3,A,1,0,8,13,2,8,20.0,11.0,5,4,3,1,0,0,3.2,3.2,2.3,3.2,3.1,2.3,2.7,3.05,2.5,3.2,3.2,2.3
F1,15/10/11,Brest,Caen,1,1,D,1,0,11,10,4,3,18.0,14.0,8,2,0,0,0,0,2.2,3.1,3.5,2.2,3.1,3.4,2.2,3.05,3.15,2.2,3.1,3.5
F1,15/10/11,Evian Thonon Gaillard,St Etienne,1,2,A,0,0,12,13,5,5,13.0,14.0,8,9,2,4,0,0,2.4,3.1,3.1,2.45,3.1,2.95,2.4,3.1,2.8,2.38,3.1,3.1
F1,15/10/11,Lyon,Nancy,3,1,H,3,0,10,14,5,6,15.0,16.0,4,5,2,3,0,0,1.33,4.75,10.0,1.38,4.33,8.75,1.3,4.8,8.5,1.36,4.5,9.5
F1,15/10/11,Montpellier,Dijon,5,3,H,1,2,22,15,8,8,23.0,12.0,5,7,2,2,0,0,1.44,4.0,8.0,1.55,3.7,6.5,1.55,3.7,5.4,1.5,4.0,7.0
F1,15/10/11,Nice,Bordeaux,3,0,H,2,0,16,16,6,3,18.0,14.0,2,7,0,2,0,0,2.8,3.1,2.6,2.75,3.2,2.7,2.6,3.05,2.6,2.75,3.1,2.62
F1,15/10/11,Toulouse,Marseille,0,0,D,0,0,9,10,1,4,19.0,23.0,4,4,2,3,1,1,2.8,3.1,2.6,2.9,3.1,2.6,2.7,3.05,2.5,2.7,3.1,2.7
F1,16/10/11,Ajaccio,Paris SG,1,3,A,1,1,14,21,4,10,12.0,14.0,3,8,3,1,0,0,6.0,3.6,1.62,5.5,3.5,1.65,4.6,3.4,1.7,5.5,3.6,1.67
F1,16/10/11,Rennes,Lorient,2,0,H,1,0,12,6,7,1,16.0,13.0,3,4,1,2,0,0,2.0,3.2,4.0,2.05,3.25,3.9,1.85,3.4,3.8,2.0,3.25,4.0
F1,16/10/11,Valenciennes,Sochaux,3,0,H,1,0,18,6,4,3,18.0,17.0,5,3,0,0,0,0,2.05,3.2,3.75,2.0,3.3,3.75,2.1,3.1,3.3,2.05,3.25,3.75
F1,22/10/11,Bordeaux,Brest,1,1,D,0,0,17,5,6,1,16.0,21.0,12,0,1,2,0,0,1.75,3.4,5.0,1.75,3.3,5.0,1.8,3.4,4.0,1.73,3.5,5.0
F1,22/10/11,Caen,Montpellier,1,3,A,0,2,12,7,3,4,16.0,12.0,3,5,2,2,1,1,2.7,3.1,2.7,2.75,3.0,2.65,2.5,3.05,2.7,2.7,3.1,2.7
F1,22/10/11,Lorient,Toulouse,0,0,D,0,0,12,8,7,2,11.0,22.0,6,3,1,2,0,1,2.2,3.1,3.5,2.25,3.0,3.4,2.1,3.15,3.25,2.2,3.1,3.5
F1,22/10/11,Marseille,Ajaccio,2,0,H,1,0,36,7,15,3,21.0,20.0,15,2,2,2,0,0,1.3,5.0,10.0,1.25,5.25,12.5,1.33,4.6,7.8,1.29,5.0,11.0
F1,22/10/11,Nancy,Nice,1,0,H,0,0,14,10,2,2,21.0,23.0,6,8,3,2,0,0,2.4,3.0,3.2,2.3,3.0,3.3,2.15,3.1,3.2,2.3,3.1,3.2
F1,22/10/11,Sochaux,Evian Thonon Gaillard,1,1,D,0,0,13,13,6,3,13.0,21.0,6,4,1,2,0,0,1.95,3.3,4.0,1.95,3.3,3.9,1.85,3.25,4.0,2.0,3.4,3.75
F1,22/10/11,St Etienne,Valenciennes,1,0,H,0,0,10,15,3,3,16.0,19.0,3,4,2,3,0,0,2.1,3.25,3.5,2.2,3.1,3.4,2.05,3.1,3.4,2.1,3.2,3.6
