Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
F1,09/08/2019,Monaco,Lyon,0,3,A,0,2,7,13,1,3,10,17,2,5,2,2,1,0,3.0,3.3,2.37,2.85,3.3,2.4,2.9,3.35,2.45,2.8,3.5,2.4
F1,10/08/2019,Marseille,Reims,0,2,A,0,0,10,8,2,5,18,8,5,3,1,0,0,0,1.66,3.5,6.0,1.62,3.6,5.75,1.65,3.75,5.6,1.63,3.6,5.8
F1,10/08/2019,Angers,Bordeaux,3,1,H,3,1,14,8,4,3,11,15,4,3,2,1,0,0,2.37,3.1,3.2,2.35,3.1,3.1,2.35,3.1,3.3,2.35,3.1,3.2
F1,10/08/2019,Brest,Toulouse,1,1,D,1,0,16,13,5,3,11,14,4,7,0,0,0,0,2.37,3.2,3.1,2.4,3.1,3.0,2.4,3.2,3.1,2.3,3.3,3.1
F1,10/08/2019,Dijon,St Etienne,1,2,A,1,2,15,12,7,4,17,10,12,5,0,2,0,0,4.0,3.2,2.05,3.6,3.25,2.05,3.55,3.35,2.1,3.6,3.3,2.1
F1,10/08/2019,Montpellier,Rennes,0,1,A,0,1,24,9,5,3,20,19,7,1,3,3,0,1,2.25,3.1,3.5,2.3,3.1,3.2,2.3,3.15,3.35,2.25,3.2,3.25
F1,10/08/2019,Nice,Amiens,2,1,H,1,0,17,8,6,2,10,8,7,3,3,4,0,1,2.2,3.0,3.8,2.1,3.0,3.8,2.2,2.9,3.95,2.15,3.0,3.9
F1,11/08/2019,Lille,Nantes,2,1,H,1,0,13,13,3,3,13,17,5,11,2,4,0,0,1.95,3.3,4.2,1.85,3.25,4.5,1.95,3.25,4.35,1.91,3.2,4.5
F1,11/08/2019,Strasbourg,Metz,1,1,D,1,0,13,7,2,3,6,12,3,4,0,1,0,0,2.05,3.2,4.0,2.05,3.25,3.6,2.05,3.25,3.95,2.0,3.2,4.0
F1,11/08/2019,Paris SG,Nimes,3,0,H,1,0,12,5,5,1,17,8,2,6,2,0,0,0,1.1,10.0,23.0,1.1,9.0,21.0,1.11,9.3,22.0,1.08,10.0,26.0
F1,16/08/2019,Lyon,Angers,6,0,H,3,0,11,10,9,3,7,14,2,5,1,2,0,0,1.5,4.33,6.0,1.48,4.5,6.5,1.45,4.4,7.2,1.47,4.33,6.5
F1,17/08/2019,Nantes,Marseille,0,0,D,0,0,13,9,6,2,16,18,7,3,0,3,0,0,2.6,3.1,2.9,2.6,3.2,2.8,2.55,3.2,2.85,2.5,3.2,2.88
F1,17/08/2019,Amiens,Lille,1,0,H,0,0,8,10,3,1,13,7,3,10,1,1,0,1,3.3,3.1,2.37,3.4,3.1,2.3,3.3,3.05,2.35,3.2,3.1,2.35
F1,17/08/2019,Bordeaux,Montpellier,1,1,D,0,1,13,10,4,4,15,21,3,5,2,1,0,0,2.62,3.0,3.0,2.8,2.9,2.85,2.7,3.0,2.9,2.62,3.0,2.88
F1,17/08/2019,Metz,Monaco,3,0,H,1,0,18,12,10,6,16,7,6,4,1,2,0,1,3.0,3.2,2.5,3.1,3.1,2.5,2.95,3.05,2.55,3.0,3.1,2.5
F1,17/08/2019,Nimes,Nice,1,2,A,1,2,18,6,5,3,21,12,2,1,5,5,2,1,2.1,3.3,3.6,2.2,3.25,3.5,2.15,3.3,3.5,2.1,3.4,3.4
F1,17/08/2019,Toulouse,Dijon,1,0,H,0,0,18,18,7,5,11,5,7,5,2,0,0,0,2.1,3.1,4.0,1.95,3.5,3.9,2.0,3.45,3.85,1.95,3.4,3.9
F1,18/08/2019,St Etienne,Brest,1,1,D,0,1,19,9,5,4,16,8,4,2,1,2,0,0,1.61,3.75,6.0,1.62,4.0,5.5,1.65,3.95,5.3,1.6,3.8,5.8
F1,18/08/2019,Reims,Strasbourg,0,0,D,0,0,11,4,1,1,18,19,2,4,2,0,0,0,2.0,3.2,4.0,2.0,3.3,4.0,2.05,3.15,4.0,2.0,3.25,4.0
F1,18/08/2019,Rennes,Paris SG,2,1,H,1,1,11,9,4,2,15,19,4,7,1,5,0,0,8.0,5.25,1.36,7.75,5.75,1.34,7.5,5.4,1.36,9.0,5.25,1.32
F1,24/08/2019,Amiens,Nantes,1,2,A,0,0,3,25,1,6,9,13,2,5,1,1,1,0,2.6,3.1,2.8,2.7,2.95,2.75,2.7,2.95,2.95,2.7,3.0,2.8
F1,24/08/2019,Angers,Metz,3,0,H,2,0,15,4,5,2,15,8,2,1,1,2,0,0,2.1,3.25,3.75,2.0,3.2,3.9,2.1,3.2,3.8,2.1,3.2,3.7
F1,24/08/2019,Brest,Reims,1,0,H,0,0,8,10,4,2,18,14,6,5,1,1,0,0,2.7,3.0,2.87,2.65,2.95,2.8,2.7,3.05,2.85,2.6,3.1,2.8
F1,24/08/2019,Dijon,Bordeaux,0,2,A,0,1,10,10,1,3,12,18,3,7,0,2,0,0,2.62,3.1,2.8,2.55,3.1,2.8,2.65,3.15,2.8,2.62,3.2,2.7
F1,25/08/2019,Monaco,Nimes,2,2,D,2,0,16,14,6,4,14,17,6,7,2,1,1,0,1.6,3.8,6.0,1.6,3.8,5.5,1.63,4.0,5.3,1.6,4.0,5.5
F1,25/08/2019,Strasbourg,Rennes,0,2,A,0,1,19,7,3,4,13,13,6,0,4,2,1,0,2.75,3.1,2.7,2.65,3.1,2.7,2.65,3.1,2.8,2.62,3.2,2.75
F1,25/08/2019,Paris SG,Toulouse,4,0,H,0,0,21,3,11,0,8,13,12,1,0,1,0,0,1.1,10.0,21.0,1.1,9.0,21.0,1.11,9.8,21.0,1.1,10.0,23.0
F1,27/08/2019,Montpellier,Lyon,1,0,H,1,0,19,14,5,4,14,11,8,2,2,4,0,1,3.6,3.4,2.05,3.5,3.4,2.05,3.6,3.5,2.05,3.6,3.4,2.05
F1,28/08/2019,Lille,St Etienne,3,0,H,1,0,16,9,7,4,9,12,3,3,0,0,0,0,2.2,3.2,3.4,2.15,3.25,3.4,2.25,3.4,3.2,2.2,3.4,3.2
