Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
I1,25/08/12,Fiorentina,Udinese,2,1,H,0.0,1.0,23.0,7.0,8.0,2.0,12.0,14.0,10.0,0.0,2.0,1.0,0.0,0.0,2.05,3.2,3.75,2.05,3.3,3.9,2.0,3.2,3.4,2.1,3.25,3.6
I1,25/08/12,Juventus,Parma,2,0,H,0.0,0.0,15.0,6.0,6.0,5.0,12.0,21.0,5.0,8.0,2.0,6.0,0.0,0.0,1.3,5.0,10.5,1.28,5.0,11.0,1.35,4.5,7.3,1.33,4.8,10.0
I1,26/08/12,Atalanta,Lazio,0,1,A,0.0,1.0,10.0,13.0,3.0,4.0,14.0,19.0,8.0,5.0,1.0,4.0,0.0,0.0,2.4,3.2,3.0,2.4,3.2,2.95,2.6,3.1,2.6,2.5,3.2,2.88
I1,26/08/12,Chievo,Bologna,2,0,H,0.0,0.0,6.0,4.0,3.0,1.0,17.0,18.0,1.0,1.0,3.0,3.0,0.0,1.0,2.1,3.2,3.6,2.1,3.15,3.6,2.2,3.0,3.2,2.15,3.2,3.6
I1,26/08/12,Genoa,Cagliari,2,0,H,0.0,0.0,15.0,17.0,4.0,4.0,19.0,12.0,3.0,6.0,0.0,3.0,0.0,0.0,1.95,3.3,4.0,2.0,3.25,3.8,2.0,3.15,3.45,2.1,3.25,3.6
I1,26/08/12,Milan,Sampdoria,0,1,A,0.0,0.0,23.0,10.0,6.0,3.0,16.0,11.0,7.0,2.0,2.0,5.0,0.0,0.0,1.4,4.5,8.0,1.48,4.1,7.75,1.45,3.9,6.5,1.4,4.4,8.5
I1,26/08/12,Palermo,Napoli,0,3,A,0.0,1.0,16.0,12.0,6.0,3.0,11.0,13.0,6.0,5.0,3.0,3.0,0.0,0.0,3.0,3.25,2.38,3.0,3.4,2.4,2.7,3.2,2.4,2.8,3.3,2.5
I1,26/08/12,Pescara,Inter,0,3,A,0.0,2.0,13.0,14.0,5.0,6.0,7.0,12.0,10.0,2.0,3.0,1.0,0.0,0.0,4.33,3.6,1.8,5.0,3.55,1.7,4.3,3.4,1.75,4.2,3.75,1.8
I1,26/08/12,Roma,Catania,2,2,D,0.0,1.0,18.0,11.0,5.0,4.0,15.0,15.0,10.0,2.0,3.0,2.0,0.0,0.0,1.4,4.5,8.0,1.35,4.75,8.25,1.5,3.8,5.7,1.44,4.5,7.0
I1,26/08/12,Siena,Torino,0,0,D,0.0,0.0,5.0,8.0,0.0,1.0,10.0,17.0,4.0,5.0,0.0,1.0,0.0,0.0,2.25,3.1,3.4,2.25,3.15,3.25,2.2,3.1,3.1,2.25,3.2,3.3
I1,01/09/12,Bologna,Milan,1,3,A,1.0,1.0,15.0,17.0,3.0,6.0,18.0,21.0,1.0,8.0,1.0,5.0,0.0,0.0,3.6,3.2,2.1,3.8,3.25,2.0,3.2,3.2,2.1,3.75,3.3,2.0
I1,01/09/12,Torino,Pescara,3,0,H,1.0,0.0,16.0,1.0,9.0,0.0,12.0,20.0,5.0,0.0,1.0,2.0,0.0,1.0,1.83,3.4,4.5,1.83,3.5,4.6,1.9,3.3,3.7,1.85,3.3,4.5
I1,02/09/12,Cagliari,Atalanta,1,1,D,0.0,0.0,25.0,10.0,6.0,5.0,24.0,19.0,13.0,3.0,3.0,1.0,0.0,1.0,2.3,3.0,3.4,2.2,3.0,3.5,2.1,3.1,3.3,2.1,3.2,3.6
I1,02/09/12,Catania,Genoa,3,2,H,0.0,1.0,20.0,16.0,5.0,6.0,20.0,24.0,9.0,5.0,3.0,2.0,0.0,0.0,2.05,3.25,3.75,2.0,3.3,3.75,2.0,3.3,3.3,2.1,3.25,3.5
I1,02/09/12,Inter,Roma,1,3,A,1.0,1.0,21.0,12.0,6.0,3.0,17.0,17.0,11.0,2.0,2.0,2.0,0.0,1.0,1.95,3.6,3.75,2.0,3.5,3.8,1.85,3.3,3.9,1.95,3.4,3.8
I1,02/09/12,Lazio,Palermo,3,0,H,1.0,0.0,21.0,9.0,6.0,2.0,14.0,10.0,7.0,4.0,3.0,2.0,0.0,0.0,1.67,3.75,5.0,1.67,3.6,5.25,1.7,3.4,4.6,1.75,3.4,5.0
I1,02/09/12,Napoli,Fiorentina,2,1,H,0.0,0.0,5.0,16.0,1.0,3.0,17.0,10.0,7.0,9.0,2.0,2.0,0.0,0.0,1.73,3.5,5.0,1.75,3.5,4.75,1.7,3.5,4.4,1.7,3.5,5.25
I1,02/09/12,Parma,Chievo,2,0,H,1.0,0.0,11.0,14.0,3.0,4.0,22.0,17.0,3.0,4.0,3.0,3.0,0.0,0.0,2.05,3.2,3.8,2.05,3.2,3.7,2.0,3.2,3.4,2.05,3.2,3.75
