Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
SP1,21/08/15,Malaga,Sevilla,0,0,D,0,0,25,10,5,2,19,11,7,2,3,3,0,1,3.4,3.4,2.15,3.3,3.4,2.25,2.9,3.3,2.3,3.2,3.4,2.2
SP1,22/08/15,Ath Madrid,Las Palmas,1,0,H,1,0,14,8,3,1,11,16,4,4,2,0,0,0,1.2,6.5,15.0,1.22,6.0,12.0,1.25,5.5,10.3,1.22,5.5,15.0
SP1,22/08/15,Espanol,Getafe,1,0,H,1,0,4,14,2,3,19,14,5,6,2,3,0,1,1.91,3.4,4.33,1.95,3.25,4.0,2.0,3.3,3.6,1.91,3.3,4.33
SP1,22/08/15,La Coruna,Sociedad,0,0,D,0,0,15,9,5,2,16,10,5,4,3,2,0,0,2.5,3.2,3.0,2.55,3.1,2.8,2.6,3.2,2.6,2.62,3.0,2.9
SP1,22/08/15,Vallecano,Valencia,0,0,D,0,0,8,10,3,4,19,11,3,3,3,1,0,0,3.6,3.5,2.05,3.5,3.4,2.05,3.6,3.3,2.0,3.6,3.3,2.1
SP1,23/08/15,Ath Bilbao,Barcelona,0,1,A,0,0,8,10,2,4,16,11,2,4,3,3,0,0,6.5,4.33,1.5,6.0,4.2,1.5,5.2,4.0,1.57,7.0,3.8,1.53
SP1,23/08/15,Betis,Villarreal,1,1,D,0,1,22,8,6,4,11,26,7,5,3,1,0,1,2.8,3.25,2.6,2.65,3.25,2.6,2.6,3.2,2.6,2.8,3.1,2.62
SP1,23/08/15,Levante,Celta,1,2,A,0,1,11,15,2,6,12,17,4,6,1,3,1,0,3.6,3.3,2.15,3.25,3.2,2.2,2.9,3.3,2.3,3.4,3.1,2.25
SP1,23/08/15,Sp Gijon,Real Madrid,0,0,D,0,0,6,27,0,8,20,4,2,5,4,0,0,0,13.0,6.5,1.22,10.0,6.5,1.22,12.5,6.0,1.2,15.0,5.0,1.25
SP1,24/08/15,Granada,Eibar,1,3,A,0,2,12,10,6,4,5,23,6,5,1,6,1,0,1.91,3.3,4.5,1.95,3.1,4.33,2.0,3.3,3.6,1.95,3.1,4.5
SP1,28/08/15,Villarreal,Espanol,3,1,H,0,1,14,4,4,2,10,20,2,3,1,6,0,0,1.57,3.8,6.5,1.62,3.75,6.0,1.6,3.7,5.4,1.53,3.8,7.0
SP1,29/08/15,Barcelona,Malaga,1,0,H,0,0,22,4,13,1,4,21,15,2,0,3,0,0,1.1,10.0,26.0,1.13,7.75,16.5,1.15,7.0,15.0,1.14,7.5,19.0
SP1,29/08/15,Celta,Vallecano,3,0,H,1,0,11,3,7,0,7,11,5,4,2,2,0,1,1.53,4.33,6.0,1.55,3.75,6.25,1.65,3.7,4.9,1.55,4.0,6.0
SP1,29/08/15,Real Madrid,Betis,5,0,H,2,0,21,7,11,1,12,14,11,4,3,3,0,0,1.1,10.0,26.0,1.11,8.5,19.5,1.12,8.0,16.0,1.12,8.0,21.0
SP1,29/08/15,Sociedad,Sp Gijon,0,0,D,0,0,12,7,1,2,10,15,6,4,4,5,0,0,1.85,3.5,4.5,1.9,3.5,4.75,1.85,3.45,4.0,1.91,3.2,4.5
SP1,30/08/15,Eibar,Ath Bilbao,2,0,H,1,0,9,9,8,1,14,13,11,4,2,2,0,0,4.0,3.1,2.1,4.0,3.25,2.15,3.3,3.3,2.1,3.8,3.0,2.15
SP1,30/08/15,Getafe,Granada,1,2,A,0,2,16,9,4,4,16,15,6,6,5,3,0,0,2.05,3.2,4.0,2.05,3.25,3.6,2.1,3.3,3.3,2.05,3.1,4.0
SP1,30/08/15,Las Palmas,Levante,0,0,D,0,0,16,3,2,2,14,21,3,0,2,4,0,0,1.91,3.3,4.5,1.91,3.25,4.2,2.0,3.3,3.6,1.91,3.2,4.5
SP1,30/08/15,Sevilla,Ath Madrid,0,3,A,0,1,25,17,7,7,17,13,11,1,3,4,0,0,2.8,3.2,2.63,2.75,3.3,2.7,2.6,3.2,2.6,2.7,3.1,2.7
SP1,30/08/15,Valencia,La Coruna,1,1,D,1,1,12,12,5,3,13,15,5,7,2,1,1,0,1.44,4.33,8.0,1.44,4.0,7.75,1.45,4.0,7.0,1.44,4.2,7.5
SP1,11/09/15,Levante,Sevilla,1,1,D,0,1,14,8,4,3,12,8,5,4,3,3,0,0,4.75,3.75,1.75,4.5,3.8,1.8,4.0,3.45,1.85,4.6,3.5,1.8
SP1,12/09/15,Ath Madrid,Barcelona,1,2,A,0,0,11,13,3,5,17,5,1,10,3,1,0,0,3.3,3.2,2.3,3.3,3.3,2.3,3.0,3.2,2.3,3.3,3.2,2.25
SP1,12/09/15,Betis,Sociedad,1,0,H,1,0,9,15,2,3,12,9,2,4,4,3,1,0,2.3,3.3,3.2,2.35,3.2,3.0,2.4,3.3,2.75,2.38,3.25,3.0
SP1,12/09/15,Espanol,Real Madrid,0,6,A,0,4,14,15,3,8,19,10,5,6,2,2,0,0,10.0,5.0,1.33,8.75,5.25,1.34,8.0,5.0,1.33,8.0,5.0,1.36
SP1,12/09/15,Sp Gijon,Valencia,0,1,A,0,0,16,17,8,3,16,11,5,6,3,3,0,0,3.4,3.2,2.25,3.3,3.2,2.3,2.75,3.3,2.4,3.3,3.2,2.25
SP1,13/09/15,Ath Bilbao,Getafe,3,1,H,2,0,14,11,6,3,12,15,12,5,1,4,0,0,1.57,3.75,7.0,1.57,3.7,6.25,1.65,3.6,5.1,1.6,3.75,6.0
SP1,13/09/15,Celta,Las Palmas,3,3,D,2,1,26,9,12,5,19,14,7,2,0,3,0,1,1.5,4.2,7.0,1.53,4.0,6.0,1.55,3.9,5.6,1.5,4.0,7.0
SP1,13/09/15,Granada,Villarreal,1,3,A,0,0,13,8,2,5,16,21,8,6,2,4,0,0,3.5,3.1,2.25,3.4,3.2,2.3,3.2,3.2,2.2,3.4,3.1,2.25
SP1,13/09/15,Malaga,Eibar,0,0,D,0,0,10,7,4,0,11,13,7,3,2,4,0,0,1.75,3.5,5.25,1.8,3.4,4.5,1.8,3.5,4.2,1.8,3.4,4.8
SP1,14/09/15,Vallecano,La Coruna,1,3,A,1,2,8,14,2,8,12,10,5,4,2,2,1,0,2.1,3.5,3.5,2.1,3.4,3.3,2.15,3.3,3.2,2.15,3.5,3.25
SP1,18/09/15,Getafe,Malaga,1,0,H,1,0,10,13,4,3,18,11,4,7,5,2,0,0,2.6,3.1,2.9,2.6,3.1,2.75,2.6,3.2,2.6,2.62,2.9,3.0
