Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
I1,05/10/14,Napoli,Torino,2,1,H,0,1,24,5,9,2,17,16,9,2,3.0,3,0,0,1.5,4.0,7.0,1.55,3.75,6.25,1.5,4.0,6.1,1.53,3.75,7.0
I1,05/10/14,Parma,Genoa,1,2,A,0,0,12,13,3,5,26,12,6,3,2.0,2,0,1,1.91,3.4,4.0,1.95,3.2,4.1,1.9,3.4,3.9,1.95,3.2,4.2
I1,05/10/14,Sampdoria,Atalanta,1,0,H,1,0,16,8,3,1,19,14,3,4,3.0,3,0,0,1.83,3.4,4.5,1.91,3.3,4.1,1.8,3.4,4.3,1.91,3.3,4.2
I1,05/10/14,Udinese,Cesena,1,1,D,0,0,14,7,3,5,10,12,7,1,3.0,3,0,0,1.45,4.2,7.5,1.55,3.75,6.25,1.53,3.85,6.0,1.53,3.6,7.5
I1,18/10/14,Roma,Chievo,3,0,H,3,0,14,11,8,3,12,13,6,2,1.0,1,0,0,1.3,5.5,9.0,1.33,4.85,9.0,1.3,5.0,9.0,1.33,4.5,11.0
I1,18/10/14,Sassuolo,Juventus,1,1,D,1,1,7,19,2,7,14,15,2,6,2.0,2,0,1,7.5,4.5,1.4,7.0,4.33,1.44,7.3,4.4,1.4,7.0,4.33,1.44
I1,19/10/14,Atalanta,Parma,1,0,H,0,0,18,6,3,1,11,18,3,1,2.0,3,0,0,2.5,3.2,2.88,2.6,3.0,2.85,2.3,3.2,3.0,2.6,3.0,2.9
I1,19/10/14,Cagliari,Sampdoria,2,2,D,0,2,13,13,4,8,19,15,8,0,3.0,5,0,1,2.5,3.3,2.75,2.65,3.1,2.7,2.6,3.2,2.6,2.62,3.1,2.8
I1,19/10/14,Fiorentina,Lazio,0,2,A,0,1,15,10,2,5,11,24,6,4,1.0,5,0,0,2.05,3.3,3.6,2.1,3.3,3.45,2.1,3.3,3.3,2.1,3.0,4.0
I1,19/10/14,Inter,Napoli,2,2,D,0,0,22,12,5,4,8,12,6,4,2.0,3,0,0,2.5,3.25,2.8,2.6,3.2,2.9,2.3,3.3,2.9,2.6,3.0,2.9
